name	net_charge	identifier	smiles	value	branching_ratio	experimental_or_predicted	temperature	doi	url	remark
Erythromycin	-4	erythromycin_-4_10	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=O)[C-](C)C([O-])C1(C)O							
Erythromycin	-4	erythromycin_-4_11	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)C(=O)C(C)C([O-])C1(C)[O-]							
Erythromycin	-4	erythromycin_-4_12	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)C(=O)[C-](C)C(O)C1(C)[O-]							
Erythromycin	-4	erythromycin_-4_3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)C(=O)[C-](C)C(O)C1(C)[O-]							
Erythromycin	-4	erythromycin_-4_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)C(=O)C(C)C([O-])C1(C)[O-]							
Erythromycin	-4	erythromycin_-4_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=O)C(C)C(O)C1(C)[O-]							
Erythromycin	-4	erythromycin_-4_4	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)C[C-](C)C(=O)C(C)C(O)C1(C)[O-]							
Erythromycin	-5	erythromycin_-5_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=O)C(C)C([O-])C1(C)[O-]							
Erythromycin	-5	erythromycin_-5_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)C(=O)[C-](C)C([O-])C1(C)[O-]							
Erythromycin	-5	erythromycin_-5_3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=O)[C-](C)C(O)C1(C)[O-]							
Erythromycin	-5	erythromycin_-5_4	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=O)[C-](C)C([O-])C1(C)O							
Erythromycin	-6	erythromycin_-6_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=O)[C-](C)C([O-])C1(C)[O-]	100						
										
Iopamidol	0	iopamidol_0_1	CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I							
Iopamidol	-1	iopamidol_-1_1	CC(O)C(=O)[N-]c1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I							
Iopamidol	-1	iopamidol_-1_2	CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)[N-]C(CO)CO)c1I							
Iopamidol	-1	iopamidol_-1_3	CC([O-])C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I							
Iopamidol	-2	iopamidol_-2_1	CC(O)C(=O)[N-]c1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)[N-]C(CO)CO)c1I							
Iopamidol	-2	iopamidol_-2_2	CC([O-])C(=O)[N-]c1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I							
Iopamidol	-2	iopamidol_-2_3	CC(O)C(=O)[N-]c1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)C[O-])c1I							
Iopamidol	-2	iopamidol_-2_4	CC(O)C(=O)Nc1c(I)c(C(=O)[N-]C(CO)CO)c(I)c(C(=O)[N-]C(CO)CO)c1I							
Iopamidol	-2	iopamidol_-2_5	CC([O-])C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)[N-]C(CO)CO)c1I							
Iopamidol	-3	iopamidol_-3_1	CC(O)C(=O)[N-]c1c(I)c(C(=O)[N-]C(CO)CO)c(I)c(C(=O)[N-]C(CO)CO)c1I							
Iopamidol	-3	iopamidol_-3_2	CC([O-])C(=O)[N-]c1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)[N-]C(CO)CO)c1I							
Iopamidol	-3	iopamidol_-3_3	CC(O)C(=O)[N-]c1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)[N-]C(CO)C[O-])c1I							
Iopamidol	-3	iopamidol_-3_4	CC(O)C(=O)[N-]c1c(I)c(C(=O)NC(CO)C[O-])c(I)c(C(=O)[N-]C(CO)CO)c1I							
Iopamidol	-3	iopamidol_-3_5	CC([O-])C(=O)Nc1c(I)c(C(=O)[N-]C(CO)CO)c(I)c(C(=O)[N-]C(CO)CO)c1I							
Iopamidol	-4	iopamidol_-4_1	CC([O-])C(=O)[N-]c1c(I)c(C(=O)[N-]C(CO)CO)c(I)c(C(=O)[N-]C(CO)CO)c1I							
Iopamidol	-4	iopamidol_-4_2	CC(O)C(=O)[N-]c1c(I)c(C(=O)[N-]C(CO)CO)c(I)c(C(=O)[N-]C(CO)C[O-])c1I							
Iopamidol	-4	iopamidol_-4_3	CC([O-])C(=O)[N-]c1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)[N-]C(CO)C[O-])c1I							
Iopamidol	-4	iopamidol_-4_4	CC([O-])C(=O)[N-]c1c(I)c(C(=O)NC(CO)C[O-])c(I)c(C(=O)[N-]C(CO)CO)c1I							
Iopamidol	-4	iopamidol_-4_5	CC(O)C(=O)[N-]c1c(I)c(C(=O)NC(CO)C[O-])c(I)c(C(=O)[N-]C(CO)C[O-])c1I							
Iopamidol	-4	iopamidol_-4_6	CC([O-])C(=O)Nc1c(I)c(C(=O)[N-]C(CO)CO)c(I)c(C(=O)[N-]C(CO)C[O-])c1I							
Iopamidol	-5	iopamidol_-5_1	CC([O-])C(=O)[N-]c1c(I)c(C(=O)[N-]C(CO)CO)c(I)c(C(=O)[N-]C(CO)C[O-])c1I							
Iopamidol	-5	iopamidol_-5_2	CC(O)C(=O)[N-]c1c(I)c(C(=O)[N-]C(CO)CO)c(I)c(C(=O)[N-]C(C[O-])C[O-])c1I							
Iopamidol	-5	iopamidol_-5_3	CC(O)C(=O)[N-]c1c(I)c(C(=O)[N-]C(CO)C[O-])c(I)c(C(=O)[N-]C(CO)C[O-])c1I							
Iopamidol	-6	iopamidol_-6_1	CC([O-])C(=O)[N-]c1c(I)c(C(=O)[N-]C(CO)CO)c(I)c(C(=O)[N-]C(C[O-])C[O-])c1I							
Iopamidol	-6	iopamidol_-6_2	CC([O-])C(=O)[N-]c1c(I)c(C(=O)[N-]C(CO)C[O-])c(I)c(C(=O)[N-]C(CO)C[O-])c1I							
Iopamidol	-6	iopamidol_-6_3	CC(O)C(=O)[N-]c1c(I)c(C(=O)[N-]C(CO)C[O-])c(I)c(C(=O)[N-]C(C[O-])C[O-])c1I	100						
										
Mefenamic acid	1	mefenamicacid_1_1	Cc1cccc([NH2+]c2ccccc2C(O)=O)c1C							
Mefenamic acid	0	mefenamicacid_0_1	Cc1cccc(Nc2ccccc2C(O)=O)c1C							
Mefenamic acid	-1	mefenamicacid_-1_1	Cc1cccc(Nc2ccccc2C([O-])=O)c1C	100						
										
Oseltamivir	2	oseltamivir_2_1	CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=[OH+])C([NH3+])C1							
Oseltamivir	1	oseltamivir_1_1	CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C([NH3+])C1							
Oseltamivir	0	oseltamivir_0_1	CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1							
Oseltamivir	-1	oseltamivir_-1_1	CCOC(=O)C1=CC(OC(CC)CC)C([N-]C(C)=O)C(N)C1	100						
										
1,7-dimethylxanthine	1	1,7-dimethylxanthine_1_1	Cn1c[nH+]c2[nH]c(=O)n(C)c(=O)c12							
1,7-dimethylxanthine	0	1,7-dimethylxanthine_0_1	Cn1cnc2[nH]c(=O)n(C)c(=O)c12							
1,7-dimethylxanthine	-1	1,7-dimethylxanthine_-1_1	Cn1cnc2[n-]c(=O)n(C)c(=O)c12	100						
										
Amoxicillin	1	amoxicillin_1_1	CC1(C)SC2C(NC(=O)C([NH3+])c3ccc(O)cc3)C(=O)N2C1C(O)=O							
Amoxicillin	0	amoxicillin_0_1	CC1(C)SC2C(NC(=O)C([NH3+])c3ccc(O)cc3)C(=O)N2C1C([O-])=O							
Amoxicillin	-1	amoxicillin_-1_1	CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C([O-])=O							
Amoxicillin	-1	amoxicillin_-1_2	CC1(C)SC2C(NC(=O)C([NH3+])c3ccc([O-])cc3)C(=O)N2C1C([O-])=O							
Amoxicillin	-2	amoxicillin_-2_1	CC1(C)SC2C(NC(=O)C(N)c3ccc([O-])cc3)C(=O)N2C1C([O-])=O							
Amoxicillin	-2	amoxicillin_-2_2	CC1(C)SC2C([N-]C(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C([O-])=O							
Amoxicillin	-3	amoxicillin_-3_1	CC1(C)SC2C([N-]C(=O)C(N)c3ccc([O-])cc3)C(=O)N2C1C([O-])=O							
Amoxicillin	-4	amoxicillin_-4_1	CC1(C)SC2[C-]([N-]C(=O)C(N)c3ccc([O-])cc3)C(=O)N2C1C([O-])=O	100						
										
Cefaclor	1	cefaclor_1_1	[NH3+]C(C(=O)NC1C2SCC(Cl)=C(N2C1=O)C(O)=O)c1ccccc1							
Cefaclor	0	cefaclor_0_1	[NH3+]C(C(=O)NC1C2SCC(Cl)=C(N2C1=O)C([O-])=O)c1ccccc1							
Cefaclor	-1	cefaclor_-1_1	NC(C(=O)NC1C2SCC(Cl)=C(N2C1=O)C([O-])=O)c1ccccc1							
Cefaclor	-2	cefaclor_-2_1	NC(C(=O)[N-]C1C2SCC(Cl)=C(N2C1=O)C([O-])=O)c1ccccc1							
Cefaclor	-2	cefaclor_-2_2	NC(C(=O)N[C-]1C2SCC(Cl)=C(N2C1=O)C([O-])=O)c1ccccc1							
Cefaclor	-3	cefaclor_-3_1	NC(C(=O)[N-][C-]1C2SCC(Cl)=C(N2C1=O)C([O-])=O)c1ccccc1	100						
										
Cefadroxil	1	cefadroxil_1_1	CC1=C(N2C(SC1)C(NC(=O)C([NH3+])c1ccc(O)cc1)C2=O)C(O)=O							
Cefadroxil	0	cefadroxil_0_1	CC1=C(N2C(SC1)C(NC(=O)C([NH3+])c1ccc(O)cc1)C2=O)C([O-])=O							
Cefadroxil	-1	cefadroxil_-1_1	CC1=C(N2C(SC1)C(NC(=O)C(N)c1ccc(O)cc1)C2=O)C([O-])=O							
Cefadroxil	-1	cefadroxil_-1_2	CC1=C(N2C(SC1)C(NC(=O)C([NH3+])c1ccc([O-])cc1)C2=O)C([O-])=O							
Cefadroxil	-2	cefadroxil_-2_1	CC1=C(N2C(SC1)C(NC(=O)C(N)c1ccc([O-])cc1)C2=O)C([O-])=O							
Cefadroxil	-2	cefadroxil_-2_2	CC1=C(N2C(SC1)C([N-]C(=O)C(N)c1ccc(O)cc1)C2=O)C([O-])=O							
Cefadroxil	-3	cefadroxil_-3_1	CC1=C(N2C(SC1)C([N-]C(=O)C(N)c1ccc([O-])cc1)C2=O)C([O-])=O							
Cefadroxil	-3	cefadroxil_-3_2	CC1=C(N2C(SC1)[C-](NC(=O)C(N)c1ccc([O-])cc1)C2=O)C([O-])=O							
Cefadroxil	-4	cefadroxil_-4_1	CC1=C(N2C(SC1)[C-]([N-]C(=O)C(N)c1ccc([O-])cc1)C2=O)C([O-])=O	100						
										
Cefradine	1	cefradine_1_1	CC1=C(N2C(SC1)C(NC(=O)C([NH3+])C1=CCC=CC1)C2=O)C(O)=O							
Cefradine	0	cefradine_0_1	CC1=C(N2C(SC1)C(NC(=O)C([NH3+])C1=CCC=CC1)C2=O)C([O-])=O							
Cefradine	-1	cefradine_-1_1	CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CCC=CC1)C2=O)C([O-])=O							
Cefradine	-2	cefradine_-2_1	CC1=C(N2C(SC1)C([N-]C(=O)C(N)C1=CCC=CC1)C2=O)C([O-])=O							
Cefradine	-2	cefradine_-2_2	CC1=C(N2C(SC1)[C-](NC(=O)C(N)C1=CCC=CC1)C2=O)C([O-])=O							
Cefradine	-3	cefradine_-3_1	CC1=C(N2C(SC1)[C-]([N-]C(=O)C(N)C1=CCC=CC1)C2=O)C([O-])=O	100						
										
Cephalexin	1	cephalexin_1_1	CC1=C(N2C(SC1)C(NC(=O)C([NH3+])c1ccccc1)C2=O)C(O)=O							
Cephalexin	0	cephalexin_0_1	CC1=C(N2C(SC1)C(NC(=O)C([NH3+])c1ccccc1)C2=O)C([O-])=O							
Cephalexin	-1	cephalexin_-1_1	CC1=C(N2C(SC1)C(NC(=O)C(N)c1ccccc1)C2=O)C([O-])=O							
Cephalexin	-2	cephalexin_-2_1	CC1=C(N2C(SC1)C([N-]C(=O)C(N)c1ccccc1)C2=O)C([O-])=O							
Cephalexin	-2	cephalexin_-2_2	CC1=C(N2C(SC1)[C-](NC(=O)C(N)c1ccccc1)C2=O)C([O-])=O							
Cephalexin	-3	cephalexin_-3_1	CC1=C(N2C(SC1)[C-]([N-]C(=O)C(N)c1ccccc1)C2=O)C([O-])=O	100						
										
Ciprofloxacin	2	ciprofloxacin_2_1	OC(=O)C1=C[NH+](C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2C1=O							
Ciprofloxacin	1	ciprofloxacin_1_1	OC(=O)c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O							
Ciprofloxacin	0	ciprofloxacin_0_1	OC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O							
Ciprofloxacin	0	ciprofloxacin_0_2	[O-]C(=O)c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O							
Ciprofloxacin	-1	ciprofloxacin_-1_1	[O-]C(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	100						
										
Diltiazem	1	diltiazem_1_1	COc1ccc(cc1)C1Sc2ccccc2N(CC[NH+](C)C)C(=O)C1OC(C)=O							
Diltiazem	0	diltiazem_0_1	COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)C)C(=O)C1OC(C)=O							
Diltiazem	-1	diltiazem_-1_1	COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)C)C(=O)[C-]1OC(C)=O	100						
										
Fenbendazole	1	fenbendazole_1_1	COC(=O)Nc1[nH]c2cc(Sc3ccccc3)ccc2[nH+]1							
Fenbendazole	0	fenbendazole_0_1	COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1							
Fenbendazole	-1	fenbendazole_-1_1	COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[n-]1							
Fenbendazole	-1	fenbendazole_-1_2	COC(=O)[N-]c1nc2ccc(Sc3ccccc3)cc2[nH]1							
Fenbendazole	-2	fenbendazole_-2_1	COC(=O)[N-]c1nc2ccc(Sc3ccccc3)cc2[n-]1	100						
										
Florfenicol	0	florfenicol_0_1	CS(=O)(=O)c1ccc(cc1)C(O)C(CF)NC(=O)C(Cl)Cl							
Florfenicol	-1	florfenicol_-1_1	CS(=O)(=O)c1ccc(cc1)C(O)C(CF)[N-]C(=O)C(Cl)Cl							
Florfenicol	-2	florfenicol_-2_1	CS(=O)(=O)c1ccc(cc1)C([O-])C(CF)[N-]C(=O)C(Cl)Cl	100						
										
Meclocycline	1	meclocycline_1_1	C[NH+](C)C1C2C(O)C3C(=C)c4c(Cl)ccc(O)c4C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1O							
Meclocycline	0	meclocycline_0_1	C[NH+](C)C1C2C(O)C3C(=C)c4c(Cl)ccc(O)c4C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-]							
Meclocycline	-1	meclocycline_-1_2	C[NH+](C)C1C2C(O)C3C(=C)c4c(Cl)ccc([O-])c4C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-]							
Meclocycline	-1	meclocycline_-1_3	C[NH+](C)C1C2C(O)C3C(=C)c4c(Cl)ccc(O)c4C(=O)C3=C([O-])C2(O)C(=O)C(C(N)=O)=C1[O-]							
Meclocycline	-1	meclocycline_-1_1	CN(C)C1C2C(O)C3C(=C)c4c(Cl)ccc(O)c4C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-]							
Meclocycline	-2	meclocycline_-2_1	CN(C)C1C2C(O)C3C(=C)c4c(Cl)ccc([O-])c4C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-]							
Meclocycline	-2	meclocycline_-2_2	CN(C)C1C2C(O)C3C(=C)c4c(Cl)ccc(O)c4C(=O)C3=C([O-])C2(O)C(=O)C(C(N)=O)=C1[O-]							
Meclocycline	-2	meclocycline_-2_3	C[NH+](C)C1C2C(O)C3C(=C)c4c(Cl)ccc([O-])c4C(=O)C3=C([O-])C2(O)C(=O)C(C(N)=O)=C1[O-]							
Meclocycline	-3	meclocycline_-3_1	CN(C)C1C2C(O)C3C(=C)c4c(Cl)ccc([O-])c4C(=O)C3=C([O-])C2(O)C(=O)C(C(N)=O)=C1[O-]							
Meclocycline	-4	meclocycline_-4_2	CN(C)C1C2C([O-])C3C(=C)c4c(Cl)ccc([O-])c4C(=O)C3=C([O-])C2(O)C(=O)C(C(N)=O)=C1[O-]							
Meclocycline	-4	meclocycline_-4_1	CN(C)C1C2C(O)C3C(=C)c4c(Cl)ccc([O-])c4C(=O)C3=C([O-])C2([O-])C(=O)C(C(N)=O)=C1[O-]							
Meclocycline	-5	meclocycline_-5_1	CN(C)C1C2C([O-])C3C(=C)c4c(Cl)ccc([O-])c4C(=O)C3=C([O-])C2([O-])C(=O)C(C(N)=O)=C1[O-]							
Meclocycline	-5	meclocycline_-5_2	CN(C)C1C2C(O)C3C(=C)c4c(Cl)ccc([O-])c4C(=O)C3=C([O-])C2([O-])C(=O)C(C([NH-])=O)=C1[O-]							
Meclocycline	-6	meclocycline_-6_1	CN(C)C1C2C([O-])C3C(=C)c4c(Cl)ccc([O-])c4C(=O)C3=C([O-])C2([O-])C(=O)C(C([NH-])=O)=C1[O-]	100						
										
Pefloxacin	2	pefloxacin_2_1	CC[NH+]1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CC[NH+](C)CC1							
Pefloxacin	1	pefloxacin_1_1	CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CC[NH+](C)CC1							
Pefloxacin	0	pefloxacin_0_1	CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CCN(C)CC1							
Pefloxacin	0	pefloxacin_0_2	CCn1cc(C([O-])=O)c(=O)c2cc(F)c(cc12)N1CC[NH+](C)CC1							
Pefloxacin	-1	pefloxacin_-1_1	CCn1cc(C([O-])=O)c(=O)c2cc(F)c(cc12)N1CCN(C)CC1	100						
										
Perfluorodecane sulfonic acid	-1	perfluorodecanesulfonicacid_-1_1	[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	100						
										
Perfluorooctanesulfonamide	0	perfluorooctanesulfonamide_0_1	NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F							
Perfluorooctanesulfonamide	-1	perfluorooctanesulfonamide_-1_1	[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	100						
										
1H,1H,2H,2H-Perfluoroctyl-1-sulfonic acid	0	1h,1h,2h,2h-perfluoroctyl-1-sulfonicacid_0_1	OS(O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F							
1H,1H,2H,2H-Perfluoroctyl-1-sulfonic acid	-1	1h,1h,2h,2h-perfluoroctyl-1-sulfonicacid_-1_1	OS(O)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	100						
										
Microcystin-LR	2	microcystin-lr_2_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCC[NH2+]C(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C(O)=O)C(O)=O							
Microcystin-LR	1	microcystin-lr_1_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C(O)=O)C(O)=O							
Microcystin-LR	0	microcystin-lr_0_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C(O)=O							
Microcystin-LR	0	microcystin-lr_0_2	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C(O)=O)C([O-])=O							
Microcystin-LR	-1	microcystin-lr_-1_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-2	microcystin-lr_-2_3	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-2	microcystin-lr_-2_4	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-2	microcystin-lr_-2_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-2	microcystin-lr_-2_5	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])[N-]C(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-2	microcystin-lr_-2_2	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C([N-]C(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-3	microcystin-lr_-3_8	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])[N-]C(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-3	microcystin-lr_-3_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C([N-]C(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-3	microcystin-lr_-3_2	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-3	microcystin-lr_-3_3	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C(NC(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-3	microcystin-lr_-3_4	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-3	microcystin-lr_-3_5	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C([N-]C(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-3	microcystin-lr_-3_6	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])[N-]C(=O)C(C)C([N-]C(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-3	microcystin-lr_-3_7	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-3	microcystin-lr_-3_9	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])[N-]C(=O)C(C)C(NC(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-4	microcystin-lr_-4_6	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C(NC(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
